# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Mar 13 10:46:08 2018
#
# COLUMN epic_name:      EPIC Name
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_refdisp:    Reference Disposition
# COLUMN k2c_reflink:    Reference Link
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_note:       Notes
# COLUMN k2_campaign:    K2 Campaign
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_kep:         Kepler-band [mag]
# COLUMN st_k2:          Ks-band (2MASS) [mag]
#
loc_rowid,epic_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,ra_str,ra,dec_str,dec,pl_orbper,pl_tranmid,pl_ratdor,pl_ratror,pl_rade,st_rad,st_kep,st_k2
1264,EPIC 213546283,EPIC 213546283.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,19h17m30.45s,289.376862,-29d02m57.1s,-29.049206,9.77018600,2457302.356840,22.914391,0.02944,3.193,0.99,12.031,10.436
1265,EPIC 213546283,EPIC 213546283.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,0,19h17m30.45s,289.376862,-29d02m57.1s,-29.049206,9.76915500,2457312.131140,,2.77000,3.300,1.10,12.031,10.436
1266,EPIC 213703832,EPIC 213703832.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,1,19h19m30.42s,289.876740,-28d32m08.1s,-28.535585,0.51551300,2457311.466080,,4.09000,3.400,0.75,13.870,11.853
1267,EPIC 213817056,EPIC 213817056.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,18h54m35.19s,283.646606,-28d11m19.5s,-28.188761,13.61358000,2457311.944950,23.163475,0.03988,3.397,0.78,12.964,10.455
1268,EPIC 213840781,EPIC 213840781.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,1,19h22m14.67s,290.561127,-28d07m04.5s,-28.117920,12.36453100,2457323.027400,,43.63000,36.300,0.76,13.727,11.787
1269,EPIC 213920015,EPIC 213920015.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,1,19h32m18.89s,293.078705,-27d53m03.4s,-27.884281,1.48918400,2457311.378890,,1.04000,1.000,0.87,10.021,7.830
1270,EPIC 213951550,EPIC 213951550.01,,FALSE POSITIVE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,FALSE POSITIVE,,,0,19h07m24.38s,286.851562,-27d47m31.8s,-27.792179,1.11704000,2457311.230000,6.790000,0.66100,33.940,,14.971,11.735
1271,EPIC 213951550,EPIC 213951550.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,1,19h07m24.38s,286.851562,-27d47m31.8s,-27.792179,1.11702700,2457311.230080,,57.27000,16.900,0.27,14.971,11.735
1272,EPIC 214234110,EPIC 214234110.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,19h13m30.52s,288.377167,-27d01m01.0s,-27.016935,4.63791100,2457303.879440,28.844411,0.01741,1.871,0.99,11.624,10.021
1273,EPIC 214254518,EPIC 214254518.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,19h01m54.18s,285.475739,-26d57m46.0s,-26.962774,5.05903300,2457304.216960,14.421271,0.01526,1.038,0.62,11.874,9.338
1274,EPIC 214254518,EPIC 214254518.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CANDIDATE,,,0,19h01m54.18s,285.475739,-26d57m46.0s,-26.962774,5.05900000,2457339.630000,16.190000,0.01500,1.120,,11.874,9.338
1275,EPIC 214522613,EPIC 214522613.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CANDIDATE,,,1,19h14m00.57s,288.502380,-26d17m04.2s,-26.284489,10.99044000,2457339.314000,36.320000,0.02400,1.160,,13.622,10.214
1276,EPIC 214611894,EPIC 214611894.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,1,18h45m45.75s,281.440643,-26d03m54.7s,-26.065205,21.56840900,2457325.854830,,15.57000,20.500,1.21,11.872,10.034
1277,EPIC 214741009,EPIC 214741009.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,1,18h44m27.78s,281.115753,-25d45m13.4s,-25.753733,7.26962200,2457316.123090,,41.56000,32.900,0.73,14.012,11.788
1278,EPIC 214787262,EPIC 214787262.01,K2-129 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CONFIRMED,,,1,19h16m35.60s,289.148315,-25d38m41.9s,-25.644964,8.23949000,2457335.009000,34.460000,0.02700,1.050,,12.533,8.852
1279,EPIC 215101303,EPIC 215101303.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,1,19h17m38.75s,289.411469,-24d56m09.1s,-24.935858,15.20710100,2457320.839000,,13.85000,12.700,0.84,14.891,13.306
1280,EPIC 215171927,EPIC 215171927.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,19h40m08.75s,295.036469,-24d46m58.2s,-24.782837,4.13570700,2457301.870610,13.052827,0.01921,1.600,0.76,12.692,10.810
1281,EPIC 215171927,EPIC 215171927.02,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,19h40m08.75s,295.036469,-24d46m58.2s,-24.782837,6.63124700,2457306.895290,17.800395,0.01632,1.360,0.76,12.692,10.810
1282,EPIC 215358983,EPIC 215358983.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,1,19h37m55.25s,294.480225,-24d23m05.8s,-24.384943,6.42171900,2457316.275430,,12.79000,15.300,1.10,13.786,12.328
1283,EPIC 215389654,EPIC 215389654.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,1,18h54m11.91s,283.549622,-24d19m14.9s,-24.320801,23.51081100,2457333.448280,,17.41000,18.400,0.97,13.229,11.173
1284,EPIC 215502661,EPIC 215502661.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,18h48m46.27s,282.192810,-24d05m03.2s,-24.084225,21.52155400,2457306.222610,20.697925,0.01896,2.400,1.16,12.032,9.919
1285,EPIC 215854715,EPIC 215854715.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,19h32m48.39s,293.201630,-23d24m54.1s,-23.415018,11.12365400,2457310.081150,21.116696,0.01918,1.717,0.82,12.611,10.745
1286,EPIC 215938010,EPIC 215938010.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,1,19h25m36.39s,291.401642,-23d15m39.0s,-23.260845,1.15147100,2457311.790510,,6.91000,12.400,1.64,12.093,10.707
1287,EPIC 215969174,EPIC 215969174.01,HATS-36 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CONFIRMED,,,1,19h25m54.89s,291.478699,-23d12m10.1s,-23.202793,4.17518700,2457314.463070,,10.69000,13.400,1.15,14.300,12.809
1288,EPIC 216008129,EPIC 216008129.02,K2-201 c,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,19h34m14.58s,293.560730,-23d07m51.7s,-23.131035,22.77987800,2457319.783020,40.683505,0.03430,3.286,0.88,11.966,10.198
1289,EPIC 216008129,EPIC 216008129.01,K2-201 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,19h34m14.58s,293.560730,-23d07m51.7s,-23.131035,1.05979000,2457301.984150,4.652897,0.01462,1.400,0.88,11.966,10.198
1290,EPIC 216050437,EPIC 216050437.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,19h34m27.85s,293.616058,-23d03m10.6s,-23.052948,14.94896600,2457308.240640,15.845417,0.22221,36.950,1.52,12.326,10.891
1291,EPIC 216114172,EPIC 216114172.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,19h40m36.22s,295.150909,-22d56m09.7s,-22.936018,13.12524400,2457303.212700,21.963269,0.01574,1.677,0.98,12.603,
1292,EPIC 216166748,EPIC 216166748.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,19h27m41.28s,291.921997,-22d50m26.4s,-22.840675,19.67941100,2457303.361940,28.927116,0.02118,2.315,1.00,11.884,10.355
1293,EPIC 216334329,EPIC 216334329.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,1,19h12m18.40s,288.076660,-22d32m03.8s,-22.534388,28.07748400,2457316.765560,,39.99000,67.300,1.54,12.896,11.268
1294,EPIC 216387101,EPIC 216387101.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,18h56m03.16s,284.013184,-22d26m22.6s,-22.439625,9.76185400,2457303.012030,12.668355,0.01782,3.442,1.77,12.897,10.834
1295,EPIC 216405287,EPIC 216405287.01,K2-202 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,18h53m03.43s,283.264282,-22d24m25.3s,-22.407034,3.40516400,2457304.251530,11.942004,0.02317,2.302,0.91,12.997,11.046
1296,EPIC 216414930,EPIC 216414930.01,HATS-11 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CONFIRMED,,,1,19h17m36.18s,289.400757,-22d23m23.7s,-22.389927,3.61919200,2457313.273660,,10.52000,10.200,0.89,13.737,12.243
1297,EPIC 216468514,EPIC 216468514.01,K2-107 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CONFIRMED,,,0,18h59m56.49s,284.985382,-22d17m36.2s,-22.293402,3.31394400,2457311.152000,,7.64000,14.400,1.73,12.749,11.210
1298,EPIC 216468514,EPIC 216468514.01,K2-107 b,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,18h59m56.49s,284.985382,-22d17m36.2s,-22.293402,3.31392100,2457304.524460,5.928497,0.08272,12.043,1.33,12.749,11.210
1299,EPIC 216494238,EPIC 216494238.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,0,19h26m22.88s,291.595337,-22d14m51.6s,-22.247662,19.89526800,2457327.475730,,5.37000,8.500,1.45,12.302,10.765
1300,EPIC 216494238,EPIC 216494238.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,19h26m22.88s,291.595337,-22d14m51.6s,-22.247662,19.89464100,2457307.583390,17.474504,0.04786,5.555,1.06,12.302,10.765
1301,EPIC 216892056,EPIC 216892056.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,1,19h26m41.56s,291.673187,-21d32m20.6s,-21.539055,2.78600800,2457311.404030,,4.13000,1.900,0.42,12.503,9.129
1302,EPIC 216892056,EPIC 216892056.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CANDIDATE,,,0,19h26m41.56s,291.673187,-21d32m20.6s,-21.539055,2.78592000,2457311.406000,15.370000,0.34200,14.870,,12.503,9.129
1303,EPIC 217149884,EPIC 217149884.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,1,19h22m38.39s,290.659943,-21d05m02.0s,-21.083879,16.69235600,2457315.062660,,17.33000,17.000,0.90,14.216,12.660
1304,EPIC 217192839,EPIC 217192839.02,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,19h12m06.46s,288.026917,-21d00m27.5s,-21.007643,16.03505400,2457304.291220,31.039056,0.02923,2.058,0.65,12.601,10.302
1305,EPIC 217192839,EPIC 217192839.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,19h12m06.46s,288.026917,-21d00m27.5s,-21.007643,7.93925600,2457304.844840,28.901352,0.01538,1.083,0.65,12.601,10.302
1306,EPIC 217192839,EPIC 217192839.03,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,19h12m06.46s,288.026917,-21d00m27.5s,-21.007643,26.80499800,2457307.912250,55.979016,0.02175,1.532,0.65,12.601,10.302
1307,EPIC 217192839,EPIC 217192839.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,0,19h12m06.46s,288.026917,-21d00m27.5s,-21.007643,16.03847400,2457320.325000,,2.60000,2.000,0.70,12.601,10.302
1308,EPIC 217393088,EPIC 217393088.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,1,19h17m45.39s,289.439117,-20d39m15.8s,-20.654375,1.31947400,2457311.668910,,9.87000,16.600,1.54,15.293,13.971
1309,EPIC 217671466,EPIC 217671466.01,HATS-9 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CONFIRMED,,,1,19h23m14.43s,290.810120,-20d09m58.8s,-20.166346,1.91529800,2457311.751330,,8.13000,17.200,1.94,13.095,11.479
1310,EPIC 217855533,EPIC 217855533.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,19h20m12.44s,290.051819,-19d50m35.2s,-19.843121,21.58732600,2457320.384520,31.277472,0.01113,1.781,1.47,10.043,
1311,EPIC 217941732,EPIC 217941732.01,K2-130 b,CONFIRMED,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017arXiv170307416D target=ref>Dressing et al. 2017</a>,CONFIRMED,,,0,19h21m04.86s,290.270264,-19d41m26.9s,-19.690807,2.49413000,2457340.612000,9.380000,0.01500,1.250,,12.283,9.858
1312,EPIC 217941732,EPIC 217941732.01,K2-130 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,19h21m04.86s,290.270264,-19d41m26.9s,-19.690807,2.49416100,2457303.200270,10.039240,0.01512,1.062,0.64,12.283,9.858
1313,EPIC 217977895,EPIC 217977895.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,19h09m39.02s,287.412567,-19d37m37.0s,-19.626938,21.69761900,2457314.370230,25.704849,0.02881,2.771,0.88,12.745,11.046
1314,EPIC 218131080,EPIC 218131080.01,HATS-12 b,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,19h16m48.57s,289.202393,-19d21m21.3s,-19.355907,3.14284600,2457301.808430,4.775518,0.06264,8.845,1.29,12.700,11.391
1315,EPIC 218131080,EPIC 218131080.01,HATS-12 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CONFIRMED,,,0,19h16m48.57s,289.202393,-19d21m21.3s,-19.355907,3.14272000,2457311.238600,,5.87000,7.800,1.22,12.700,11.391
1316,EPIC 218170789,EPIC 218170789.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,18h51m06.68s,282.777832,-19d17m04.1s,-19.284481,3.04161700,2457303.402250,2.009597,0.09433,8.989,0.87,12.890,10.627
1317,EPIC 218304292,EPIC 218304292.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,19h12m53.86s,288.224426,-19d02m40.2s,-19.044497,8.42165900,2457306.815820,85.918072,0.02578,3.458,1.23,12.511,11.028
1318,EPIC 218621322,EPIC 218621322.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,1,19h01m52.51s,285.468811,-18d28m04.5s,-18.467922,11.58750200,2457316.045430,,20.20000,21.900,1.00,12.396,10.586
1319,EPIC 218668602,EPIC 218668602.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,18h48m02.09s,282.008728,-18d22m45.5s,-18.379305,1.86597900,2457302.091250,6.279847,0.02065,1.859,0.83,12.411,10.456
1320,EPIC 218711655,EPIC 218711655.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,1,19h01m54.52s,285.477173,-18d17m54.1s,-18.298365,1.15756300,2457311.852850,,7.77000,12.300,1.46,11.334,9.853
1321,EPIC 218916923,EPIC 218916923.01,K2-139 b,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,19h16m15.97s,289.066528,-17d54m38.5s,-17.910688,28.38207100,2457325.817280,45.812319,0.09741,9.268,0.87,11.470,9.660
1322,EPIC 218916923,EPIC 218916923.01,K2-139 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CONFIRMED,,,0,19h16m15.97s,289.066528,-17d54m38.5s,-17.910688,28.38220600,2457325.816870,,9.36000,9.500,0.93,11.470,9.660
1323,EPIC 219256848,EPIC 219256848.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,1,19h02m42.92s,285.678833,-17d10m38.2s,-17.177280,20.94390900,2457325.792170,,46.86000,591.100,11.57,13.068,
1324,EPIC 219388192,EPIC 219388192.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,0,19h17m34.04s,289.391815,-16d52m17.8s,-16.871611,5.29266000,2457314.573140,,8.79000,9.600,1.00,12.336,10.666
1325,EPIC 219388192,EPIC 219388192.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,19h17m34.04s,289.391815,-16d52m17.8s,-16.871611,5.29260500,2457303.988800,13.345959,0.09434,9.978,0.97,12.336,10.666
1326,EPIC 219420915,EPIC 219420915.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,1,19h10m02.61s,287.510864,-16d47m36.6s,-16.793495,0.51501300,2457311.330640,,18.38000,26.100,1.30,12.847,11.135
1327,EPIC 220170303,EPIC 220170303.01,K2-203 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,00h51m05.70s,12.773741,-01d11m45.2s,-1.195891,9.69510100,2457396.638780,19.031555,0.01647,1.371,0.76,12.114,10.206
1328,EPIC 220186645,EPIC 220186645.01,K2-204 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,01h09m31.81s,17.382523,-00d31m03.4s,-0.517620,7.05578400,2457396.508620,11.042580,0.02371,3.046,1.18,12.961,11.478
1329,EPIC 220187552,EPIC 220187552.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,1,01h19m54.11s,19.975456,-00d29m00.6s,-0.483490,17.09349100,2457399.314660,,45.14000,32.500,0.66,12.836,9.886
1330,EPIC 220192485,EPIC 220192485.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,01h16m31.37s,19.130703,-00d17m24.2s,-0.290045,50.69364400,2457409.223300,75.576315,0.10039,8.683,0.79,11.758,9.947
1331,EPIC 220207765,EPIC 220207765.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,01h24m01.87s,21.007797,+00d16m28.0s,0.274438,7.11985600,2457396.426330,27.668730,0.02022,1.880,0.85,12.170,10.388
1332,EPIC 220209578,EPIC 220209578.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,1,01h17m50.88s,19.462019,+00d20m31.2s,0.341995,8.90451900,2457394.766650,,38.05000,36.900,0.89,14.376,12.850
1333,EPIC 220211923,EPIC 220211923.01,K2-205 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,01h00m52.20s,15.217487,+00d25m33.6s,0.425996,26.67226300,2457413.419140,31.035514,0.01698,1.996,1.08,12.250,10.879
1334,EPIC 220216730,EPIC 220216730.01,K2-206 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,00h45m01.52s,11.256313,+00d35m35.7s,0.593257,18.29454900,2457396.576610,28.284030,0.03381,2.795,0.76,12.826,10.918
1335,EPIC 220218012,EPIC 220218012.01,K2-207 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,00h46m47.93s,11.699704,+00d38m26.9s,0.640796,12.48749000,2457403.644590,21.180496,0.02574,2.606,0.93,12.971,11.383
1336,EPIC 220225178,EPIC 220225178.01,K2-208 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,01h23m06.98s,20.779097,+00d53m21.0s,0.889177,4.19094800,2457396.511640,14.156898,0.01785,1.679,0.86,12.302,10.746
1337,EPIC 220241529,EPIC 220241529.01,K2-209 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,00h58m45.76s,14.690681,+01d23m01.7s,1.383812,2.08061500,2457394.233100,8.501853,0.01118,0.869,0.71,10.717,8.613
1338,EPIC 220245303,EPIC 220245303.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,00h43m12.53s,10.802200,+01d28m15.1s,1.470872,3.68034000,2457396.477070,12.883622,0.01256,1.062,0.77,11.821,9.962
1339,EPIC 220250254,EPIC 220250254.01,K2-210 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,01h10m33.82s,17.640936,+01d34m41.8s,1.578266,0.57023300,2457393.958030,4.320710,0.00881,0.819,0.85,11.507,9.915
1340,EPIC 220256496,EPIC 220256496.01,K2-211 b,CONFIRMED,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CONFIRMED,,,1,01h24m25.43s,21.105953,+01d42m17.8s,1.704954,0.66955800,2457393.813640,3.414080,0.01545,1.375,0.82,12.872,11.104
1341,EPIC 220258394,EPIC 220258394.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,1,00h42m58.22s,10.742570,+01d44m33.7s,1.742699,15.96012800,2457401.748370,,20.49000,19.500,0.87,13.721,12.017
1342,EPIC 220292715,EPIC 220292715.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,01h13m07.41s,18.280867,+02d28m48.4s,2.480111,41.55293400,2457407.485480,86.229310,0.05265,4.158,0.72,12.213,10.205
1343,EPIC 220294712,EPIC 220294712.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2017arXiv171106377P target=ref>Petigura et al. 2017</a>,CANDIDATE,,,0,01h12m38.86s,18.161898,+02d31m18.7s,2.521875,23.61093900,2457413.719560,,2.51000,3.000,1.09,12.264,10.970
1344,EPIC 220294712,EPIC 220294712.01,,CANDIDATE,<a href=https://zenodo.org/record/1164791#.WoSy74JG3Vp target=ref>Mayo et al. 2018</a>,CANDIDATE,,,1,01h12m38.86s,18.161898,+02d31m18.7s,2.521875,23.60790200,2457413.719370,27.747243,0.02564,3.119,1.12,12.264,10.970
